tick,timestamp,tier,rule_id,urgency,urgency_reason,global_pattern,disrupted_nodes,decision,response_time,modification_factor,n_instructions,instructions_summary,rationale,scenario_id
36,2026-06-10 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.533,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",81
36,2026-06-10 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.36,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",81
192,2026-06-12 06:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.664,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",81
192,2026-06-12 06:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,override,0.283,0.4,1,demand_estimate ×0.95,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,81
312,2026-06-13 12:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.522,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",81
312,2026-06-13 12:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.653,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",81
312,2026-06-13 12:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.361,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",81
360,2026-06-14 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.848,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",81
360,2026-06-14 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.694,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",81
360,2026-06-14 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.174,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",81
36,2026-06-12 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,1.984,1.0,1,outgoing_orders ×0.80,"Farm Manager menerima rekomendasi coordinator (R4, urgency=normal)",82
36,2026-06-12 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.776,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",82
36,2026-06-12 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.23,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",82
192,2026-06-14 06:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,modify,0.687,0.847,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager memodifikasi instruksi (faktor=0.85) — pendekatan lebih konservatif,82
192,2026-06-14 06:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,modify,1.487,0.835,2,distribution_capacity ×0.85; delivery_schedule='rerouted',Distribution Manager memodifikasi instruksi (faktor=0.83) — pendekatan lebih konservatif,82
288,2026-06-15 06:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.236,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",82
288,2026-06-15 06:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.314,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",82
324,2026-06-15 15:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,1.378,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",82
324,2026-06-15 15:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.345,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",82
333,2026-06-15 17:15,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.377,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",82
333,2026-06-15 17:15,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.979,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",82
333,2026-06-15 17:15,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.31,0.856,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.86) — pendekatan lebih konservatif,82
36,2026-06-14 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,1.306,0.767,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.77) — pendekatan lebih konservatif,83
36,2026-06-14 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.651,0.897,1,processing_capacity ×0.80,Operations Manager memodifikasi instruksi (faktor=0.90) — pendekatan lebih konservatif,83
36,2026-06-14 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,override,0.324,0.4,1,reorder_request +20,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,83
72,2026-06-15 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.546,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",83
72,2026-06-15 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,timeout,1.75,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,Distribution Manager tidak merespons dalam 1.5h → auto-accept,83
72,2026-06-15 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.288,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",83
360,2026-06-18 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.993,0.973,1,output_stock ×1.15,Operations Manager memodifikasi instruksi (faktor=0.97) — pendekatan lebih konservatif,83
360,2026-06-18 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.592,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",83
360,2026-06-18 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.398,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",83
36,2026-06-16 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.784,0.884,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.88) — pendekatan lebih konservatif,84
36,2026-06-16 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.767,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",84
36,2026-06-16 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.317,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",84
160,2026-06-17 22:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.502,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,84
160,2026-06-17 22:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.846,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",84
360,2026-06-20 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.386,0.944,1,output_stock ×1.15,Operations Manager memodifikasi instruksi (faktor=0.94) — pendekatan lebih konservatif,84
360,2026-06-20 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.537,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",84
360,2026-06-20 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.303,0.808,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.81) — pendekatan lebih konservatif,84
432,2026-06-20 18:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.816,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",84
432,2026-06-20 18:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.709,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",84
432,2026-06-20 18:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.172,0.686,2,reorder_request +30; safety_stock ×1.10,Store Manager memodifikasi instruksi (faktor=0.69) — pendekatan lebih konservatif,84
36,2026-06-18 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,1.221,1.0,1,outgoing_orders ×0.80,"Farm Manager menerima rekomendasi coordinator (R4, urgency=normal)",85
36,2026-06-18 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.743,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",85
36,2026-06-18 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.364,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",85
184,2026-06-20 04:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,timeout,1.694,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,Distribution Manager tidak merespons dalam 1.5h → auto-accept,85
184,2026-06-20 04:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.231,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",85
309,2026-06-21 11:15,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.781,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",85
309,2026-06-21 11:15,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.623,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",85
309,2026-06-21 11:15,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.19,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",85
360,2026-06-22 00:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.356,1.0,1,output_stock ×1.15,"Operations Manager menerima rekomendasi coordinator (R9, urgency=high)",85
360,2026-06-22 00:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,1.309,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",85
360,2026-06-22 00:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.458,1.0,2,reorder_request +30; safety_stock ×1.10,"Store Manager menerima rekomendasi coordinator (R9, urgency=high)",85
36,2026-06-20 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,timeout,2.76,1.0,1,outgoing_orders ×0.80,Farm Manager tidak merespons dalam 2.0h → auto-accept,86
36,2026-06-20 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.56,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",86
36,2026-06-20 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.223,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",86
36,2026-06-22 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,1.646,0.925,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.92) — pendekatan lebih konservatif,87
36,2026-06-22 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.698,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",87
36,2026-06-22 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.1,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",87
184,2026-06-24 04:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.616,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,87
184,2026-06-24 04:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.911,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",87
288,2026-06-25 06:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.982,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,87
288,2026-06-25 06:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.356,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",87
324,2026-06-25 15:00,slaughterhouse,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,modify,0.05,0.927,1,output_stock ×1.15,Operations Manager memodifikasi instruksi (faktor=0.93) — pendekatan lebih konservatif,87
324,2026-06-25 15:00,wholesaler,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,accept,0.934,1.0,2,inventory_level ×1.00; pending_shipments ×0.50,"Distribution Manager menerima rekomendasi coordinator (R9, urgency=high)",87
324,2026-06-25 15:00,retail,R9,high,Gangguan distribusi berdampak langsung pada ketersediaan Retail,0|0|0|1|1,wholesaler|retail,override,0.229,0.4,2,reorder_request +30; safety_stock ×1.10,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,87
36,2026-06-24 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,timeout,2.312,1.0,1,outgoing_orders ×0.80,Farm Manager tidak merespons dalam 2.0h → auto-accept,88
36,2026-06-24 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.324,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",88
36,2026-06-24 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.259,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",88
80,2026-06-25 02:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.941,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",88
80,2026-06-25 02:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,0.093,0.764,1,demand_estimate ×0.95,Store Manager memodifikasi instruksi (faktor=0.76) — pendekatan lebih konservatif,88
108,2026-06-25 09:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,timeout,2.209,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,Farm Manager tidak merespons dalam 2.0h → auto-accept,88
108,2026-06-25 09:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.426,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",88
144,2026-06-25 18:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.955,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",88
144,2026-06-25 18:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.266,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",88
180,2026-06-26 03:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.886,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",88
180,2026-06-26 03:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.112,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",88
216,2026-06-26 12:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.661,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",88
216,2026-06-26 12:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.287,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",88
252,2026-06-26 21:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.513,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",88
252,2026-06-26 21:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.731,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",88
288,2026-06-27 06:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,1.239,0.861,2,delivery_schedule='rerouted'; pending_shipments ×0.85,Distribution Manager memodifikasi instruksi (faktor=0.86) — pendekatan lebih konservatif,88
288,2026-06-27 06:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,override,0.382,0.4,1,demand_estimate ×0.95,Store Manager mengganti instruksi (faktor=0.40) — kebijakan lokal diprioritaskan,88
296,2026-06-27 08:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.181,1.0,2,delivery_schedule='rerouted'; pending_shipments ×0.85,"Distribution Manager menerima rekomendasi coordinator (R8, urgency=normal)",88
296,2026-06-27 08:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.388,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",88
324,2026-06-27 15:00,farm,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,1.453,1.0,2,outgoing_orders ×0.75; production_capacity ×1.05,"Farm Manager menerima rekomendasi coordinator (R12, urgency=high)",88
324,2026-06-27 15:00,wholesaler,R12,high,Produksi dan distribusi terganggu secara bersamaan,0|1|0|1|0,farm|wholesaler,accept,0.639,1.0,2,distribution_capacity ×0.85; delivery_schedule='rerouted',"Distribution Manager menerima rekomendasi coordinator (R12, urgency=high)",88
360,2026-06-28 00:00,wholesaler,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,modify,1.461,0.831,2,delivery_schedule='rerouted'; pending_shipments ×0.85,Distribution Manager memodifikasi instruksi (faktor=0.83) — pendekatan lebih konservatif,88
360,2026-06-28 00:00,retail,R8,normal,Gangguan logistik bersifat lokal dan dapat diatasi,0|0|0|1|0,wholesaler,accept,0.291,1.0,1,demand_estimate ×0.95,"Store Manager menerima rekomendasi coordinator (R8, urgency=normal)",88
36,2026-06-26 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,1.285,1.0,1,outgoing_orders ×0.80,"Farm Manager menerima rekomendasi coordinator (R4, urgency=normal)",89
36,2026-06-26 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.565,0.993,1,processing_capacity ×0.80,Operations Manager memodifikasi instruksi (faktor=0.99) — pendekatan lebih konservatif,89
36,2026-06-26 15:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.269,0.894,1,reorder_request +20,Store Manager memodifikasi instruksi (faktor=0.89) — pendekatan lebih konservatif,89
108,2026-06-27 09:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.05,1.0,1,outgoing_orders ×0.80,"Farm Manager menerima rekomendasi coordinator (R4, urgency=normal)",89
108,2026-06-27 09:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.659,1.0,1,processing_capacity ×0.80,"Operations Manager menerima rekomendasi coordinator (R4, urgency=normal)",89
108,2026-06-27 09:00,retail,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,accept,0.407,1.0,1,reorder_request +20,"Store Manager menerima rekomendasi coordinator (R4, urgency=normal)",89
120,2026-06-27 12:00,farm,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,modify,1.77,0.793,1,outgoing_orders ×0.60,Farm Manager memodifikasi instruksi (faktor=0.79) — pendekatan lebih konservatif,89
120,2026-06-27 12:00,slaughterhouse,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,accept,0.122,1.0,2,processing_delay -1.0; queue_length ×0.90,"Operations Manager menerima rekomendasi coordinator (R5, urgency=high)",89
120,2026-06-27 12:00,wholesaler,R5,high,Gangguan berantai Farm → RPH menghambat aliran produksi,0|1|1|0|0,farm|slaughterhouse,accept,1.488,1.0,2,pending_shipments ×0.70; inventory_level ×1.00,"Distribution Manager menerima rekomendasi coordinator (R5, urgency=high)",89
144,2026-06-27 18:00,farm,R6,normal,Gangguan tunggal di RPH masih bisa dikompensasi,0|0|1|0|0,slaughterhouse,timeout,2.931,1.0,1,outgoing_orders ×0.75,Farm Manager tidak merespons dalam 2.0h → auto-accept,89
144,2026-06-27 18:00,slaughterhouse,R6,normal,Gangguan tunggal di RPH masih bisa dikompensasi,0|0|1|0|0,slaughterhouse,accept,0.497,1.0,2,worker_availability ×1.10; processing_delay -1.0,"Operations Manager menerima rekomendasi coordinator (R6, urgency=normal)",89
144,2026-06-27 18:00,wholesaler,R6,normal,Gangguan tunggal di RPH masih bisa dikompensasi,0|0|1|0|0,slaughterhouse,modify,1.364,0.819,1,reorder_point ×1.15,Distribution Manager memodifikasi instruksi (faktor=0.82) — pendekatan lebih konservatif,89
144,2026-06-27 18:00,farm,R7,high,Pemrosesan dan distribusi terganggu bersamaan,0|0|1|1|0,slaughterhouse|wholesaler,accept,1.849,1.0,1,outgoing_orders ×0.65,"Farm Manager menerima rekomendasi coordinator (R7, urgency=high)",89
144,2026-06-27 18:00,slaughterhouse,R7,high,Pemrosesan dan distribusi terganggu bersamaan,0|0|1|1|0,slaughterhouse|wholesaler,accept,0.444,1.0,1,output_stock ×1.10,"Operations Manager menerima rekomendasi coordinator (R7, urgency=high)",89
144,2026-06-27 18:00,wholesaler,R7,high,Pemrosesan dan distribusi terganggu bersamaan,0|0|1|1|0,slaughterhouse|wholesaler,accept,1.151,1.0,3,delivery_schedule='rerouted'; pending_shipments ×0.60; inventory_level ×1.00,"Distribution Manager menerima rekomendasi coordinator (R7, urgency=high)",89
144,2026-06-27 18:00,retail,R7,high,Pemrosesan dan distribusi terganggu bersamaan,0|0|1|1|0,slaughterhouse|wholesaler,accept,0.213,1.0,1,reorder_request +35,"Store Manager menerima rekomendasi coordinator (R7, urgency=high)",89
36,2026-06-28 15:00,farm,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,1.478,0.915,1,outgoing_orders ×0.80,Farm Manager memodifikasi instruksi (faktor=0.92) — pendekatan lebih konservatif,90
36,2026-06-28 15:00,slaughterhouse,R4,normal,Gangguan lokal di Farm masih dapat diredam,0|1|0|0|0,farm,modify,0.188,0.903,1,processing_capacity ×0.80,Operations Manager memodifikasi instruksi (faktor=0.90) — pendekatan lebih konservatif,90
